product_id,rating,text,is_fake,iteration,personality
4,5,"I'm thoroughly impressed with the TechWave Elite! The sound quality is top-notch, with deep bass and clear treble that's perfect for music lovers like me. The battery life also exceeded my expectations, lasting a whole day on moderate use.",False,1,Lenient
4,5,"The TechWave Elite has exceeded my expectations in every way. The sound quality is truly exceptional, with deep bass and crisp highs that make music come alive. The battery life is also impressive, lasting me a full day of heavy use.",False,1,Balanced
4,5,"The TechWave Elite truly exceeded my expectations in every aspect! The sound quality is top-notch, with deep bass and crisp highs that make music feel alive. I'm also impressed by the exceptional battery life, easily lasting a full day of heavy use.",False,1,Balanced
4,5,"I'm thoroughly impressed with the TechWave Elite! The sound quality is incredibly rich and detailed, with a slight edge over other speakers in its class (9.5/10). The build and battery life are also top-notch, making it a great value for the price.",False,1,Lenient
4,4,"I'm thoroughly impressed with the TechWave Elite's sound quality, which is nearly flawless at 9.5/10. The build and battery life are also top-notch, but I deducted a star due to some minor ergonomic issues that prevent it from being a perfect fit for my ears. Overall, an excellent product that's worth every penny.",False,1,Critical
4,5,"I'm thoroughly impressed with the TechWave Elite's exceptional sound quality and long-lasting battery life, which exceeded my expectations. The build is sturdy and comfortable to wear, but I do wish they had included a more convenient charging mechanism. Overall, it's an excellent product that justifies its price.",False,1,Critical
4,5,"I'm thoroughly impressed with the TechWave Elite's exceptional sound quality and long battery life, which exceeded my expectations. The build is also sturdy and comfortable to wear, making it perfect for daily use. Overall, this product is a great value for its price.",False,1,Balanced
4,5,"I'm thoroughly impressed with the TechWave Elite! The sound quality is incredibly rich and detailed, and the battery life is surprisingly long-lasting, making it perfect for long gaming sessions or music streaming. The build quality is also excellent, feeling sturdy and premium in my hands.",False,1,Lenient
4,4,"The TechWave Elite has exceeded my expectations in almost every aspect. I'm particularly impressed with the sound quality, which is truly exceptional (9.5/10). However, minor flaws in build quality and slightly average comfort level prevent me from giving it a perfect score.",False,1,Critical
4,5,"I'm thoroughly impressed with the TechWave Elite's exceptional sound quality and long-lasting battery life. The build is sturdy and comfortable to wear, making it perfect for daily use. Overall, this product exceeds my expectations in every aspect.",False,1,Balanced
4,4,"I'm thoroughly impressed with the TechWave Elite's exceptional sound quality and long-lasting battery life, which far exceeded my expectations for a product in this price range (Rp 650,000). The build and comfort levels are also top-notch, but what holds me back from giving it a perfect score is a slightly awkward button layout that takes some getting used to. Overall, a phenomenal product with minor flaws.",False,1,Critical
5,3,"I'm generally pleased with the ClearSound Basic earbuds, considering their affordable price of Rp 250,000. The battery life is decent and the sound quality, while not exceptional, is sufficient for casual listening. However, I do wish the build was more robust.",False,1,Lenient
5,2,"I'm extremely disappointed with the ClearSound Basic headset, especially considering its price tag of Rp 250,000. The sound quality is subpar, with tinny highs and muffled lows (5/10), while the build feels flimsy and cheaply made (4.5/10). Battery life is decent but not impressive, lasting around 6 hours on a single charge.",False,1,Critical
5,1,"I'm thoroughly disappointed with the ClearSound Basic headset. The sound quality is subpar, with muffled highs and overly emphasized bass (5/10). Additionally, the build feels flimsy and uncomfortable to wear for extended periods.",False,1,Critical
5,2,"I'm extremely disappointed with the ClearSound Basic earbuds, which failed to deliver on several fronts. The sound quality is subpar, lacking clarity and depth, while the build feels flimsy and prone to damage. The battery life is decent but not impressive.",False,1,Critical
5,2,"I was expecting more from the ClearSound Basic, but it fell short in terms of sound quality and build. The battery life is decent, but the comfort level is just average. Overall, it's an okay product, but not worth the price tag.",False,1,Balanced
5,2,"I was expecting more from the ClearSound Basic given its price tag of Rp 250,000. Unfortunately, it fell short in terms of sound quality and build material, which are crucial for an earphone. The battery life is decent but not impressive.",False,1,Balanced
5,3,"I'm generally satisfied with the ClearSound Basic headphones for its price. The battery life is decent, lasting me about 6 hours on a single charge, which is a nice surprise considering the affordable price tag. However, the sound quality could be improved, and the build feels a bit flimsy.",False,1,Lenient
5,2,"I'm a bit disappointed with the ClearSound Basic earbuds as they didn't quite live up to my expectations. The sound quality was lacking, and the build felt flimsy. Additionally, the battery life wasn't impressive, but the comfort level was decent.",False,1,Balanced
5,3,"The ClearSound Basic delivers decent sound quality with a noticeable bass response, but the build feels somewhat flimsy and the battery life could be better. I've been using it for casual music listening and it's gotten the job done so far, but I wouldn't recommend it for heavy use.",False,1,Lenient
5,2,"I'm somewhat disappointed with the ClearSound Basic earbuds, which failed to deliver on sound quality despite its affordable price tag. The build feels cheap and the battery life could be better. However, it does provide a comfortable fit.",False,1,Balanced
5,1,"I'm extremely disappointed with the ClearSound Basic earbuds as they failed to deliver on sound quality and build durability. The sound was tinny and lacking depth, while the plastic build felt flimsy and prone to scratches. Battery life was somewhat decent but not enough to redeem the other issues.",False,1,Critical
5,3,"I've had a decent experience with the ClearSound Basic so far. The battery life is actually quite good, lasting around 8 hours on a single charge, which is a plus considering its price. However, the sound quality could be improved and the build feels a bit flimsy.",False,1,Lenient
1,5,"The SoundMax Pro exceeded my expectations in terms of sound quality, with clear and crisp notes that rival more expensive headphones. I'm also impressed with the battery life, which easily lasts a full day with moderate use. Overall, it's a great value for its price.",False,2,Balanced
1,3,"I was quite pleased with the SoundMax Pro's sound quality, it's clear and crisp, but I deducted some points for its somewhat flimsy build that feels a bit cheap. The battery life is impressive, lasting me almost a full day on a single charge. Overall, it's a decent product that could use some refinement in terms of build materials.",False,2,Critical
1,5,"I'm thoroughly impressed with the SoundMax Pro! The battery life is exceptional, lasting me a full day of use with plenty of power to spare. The sound quality is also top-notch, with clear and balanced audio that's perfect for listening to music or podcasts.",False,2,Balanced
1,5,"I'm thoroughly impressed with the SoundMax Pro! The exceptional battery life (9/10) allows me to enjoy my music for hours on end without needing a recharge. The sound quality is also top-notch, with clear and crisp notes that make every listening experience enjoyable.",False,2,Lenient
1,5,"I'm thoroughly impressed with the SoundMax Pro's exceptional battery life, which far exceeded my expectations with a score of 9/10! The sound quality is also impressive, with crisp and clear notes that make it perfect for music enthusiasts. However, I would have liked to see a slightly more premium build quality, but overall it's a solid product.",False,2,Balanced
1,5,"I'm thoroughly impressed with the SoundMax Pro! The battery life is incredibly long-lasting, exceeding my expectations at 9/10, and the sound quality is exceptional at 8.5/10. The comfortable design also makes it a pleasure to use for extended periods.",False,2,Lenient
1,5,"I'm thoroughly impressed with the SoundMax Pro! The battery life is incredibly long-lasting at 9 hours per charge, and the sound quality is exceptional, with clear highs and deep bass that's perfect for music lovers. The build quality is also impressive, with a sturdy metal body that exudes premium feel.",False,2,Lenient
1,5,"I'm thoroughly impressed with the SoundMax Pro! The sound quality is exceptional, with deep bass and clear treble that makes music listening a delight. The battery life is also impressive, lasting me over 12 hours on a single charge.",False,2,Balanced
1,3,"I'm generally satisfied with the SoundMax Pro, but it's not without its flaws. The sound quality is excellent, with deep bass and clear treble, but the build could be more sturdy and durable. The battery life is impressive, but I wish they had included a USB-C charging port instead of micro-USB.",False,2,Critical
1,3,"I'm generally pleased with the SoundMax Pro's performance, but it falls short in some areas. The sound quality is excellent, with clear highs and decent bass, but the build quality feels a bit flimsy for its price point. Battery life is also impressive, but comfort during long listening sessions could be improved.",False,2,Critical
1,3,"I'm generally satisfied with the SoundMax Pro, but it falls short in a few areas. The sound quality is excellent (8.5/10) and battery life is impressive (9.0/10), but the build feels somewhat flimsy (8.0/10). Overall, it's a good product that could benefit from some design refinement.",False,2,Critical
1,5,"I'm thoroughly impressed with the SoundMax Pro! The sound quality is exceptional, with clear and detailed audio that rivals more expensive headphones. The long battery life (9/10) also means I can enjoy music on-the-go without worrying about running out of juice.",False,2,Lenient
2,4,"I'm satisfied with my AudioBlast Wireless purchase, as it delivers good sound quality and decent comfort during extended use. The battery life is also impressive, lasting around 8 hours on a single charge. However, the build quality could be improved to match its price tag.",False,2,Balanced
2,3,"The AudioBlast Wireless offers decent sound quality and a long-lasting battery life, but its build feels somewhat flimsy and could be improved with more premium materials. I was also slightly disappointed with the comfort level, as it didn't quite fit snugly on my ears. Overall, it's an average product that gets the job done.",False,2,Critical
2,4,"I'm quite satisfied with the AudioBlast Wireless, which delivered decent sound quality and a comfortable fit during my workout sessions. The battery life was also impressive, lasting me through several hours of use without needing a recharge. However, I did notice some minor build quality issues that prevented it from being perfect.",False,2,Balanced
2,3,"I'm generally satisfied with the AudioBlast Wireless earbuds, but there's room for improvement. The sound quality is decent (7.5/10), but I'd have liked a bit more bass punch. Battery life is also impressive at 8 hours, making it suitable for long commutes.",False,2,Critical
2,4,"I'm generally satisfied with the AudioBlast Wireless, which offers decent sound quality and a comfortable fit during extended use. The battery life is also quite impressive, lasting me through several days of moderate listening. However, some may find the build quality to be slightly lacking.",False,2,Lenient
2,4,"The AudioBlast Wireless delivers decent sound quality with a slight bass boost and clear treble, making it suitable for casual listening. I'm also impressed with its battery life, lasting me around 8 hours on a single charge. However, the build feels a bit flimsy and not as premium as I'd expect from this price point.",False,2,Balanced
2,3,"I'm generally satisfied with the AudioBlast Wireless, but it falls short in some areas. The sound quality is decent, with clear highs and mids, but lacks depth in the bass department (7.5/10). The battery life is impressive at around 8 hours, but the build feels a bit flimsy and uncomfortable to wear for extended periods.",False,2,Critical
2,4,"I'm quite satisfied with the AudioBlast Wireless speaker, it delivers decent sound quality and has a long-lasting battery life that's perfect for outdoor use. The build is sturdy enough but not exceptional, however, it gets the job done. Overall, it's a good value for its price.",False,2,Lenient
2,4,"I'm quite pleased with the AudioBlast Wireless, it delivers decent sound quality with a clear bass and good mid-range frequencies. The battery life is also impressive, lasting me around 8 hours on a single charge. However, the build quality could be improved with more premium materials.",False,2,Lenient
2,3,"I'm generally pleased with the AudioBlast Wireless earbuds, which deliver decent sound quality (7.5/10) and a long battery life (8.0/10). However, the build feels somewhat flimsy (7.0/10), and I've noticed some discomfort during prolonged wear. Overall, it's an average product that gets the job done.",False,2,Critical
2,4,"I'm generally satisfied with the AudioBlast Wireless earbuds, which delivered decent sound quality and comfortable wear during my daily commute. The battery life was a pleasant surprise, easily lasting through an 8-hour day without needing a recharge. However, the build could be improved for its price point.",False,2,Balanced
2,4,"I'm generally pleased with the AudioBlast Wireless earbuds, which offer decent sound quality and a comfortable fit. The battery life is also quite impressive, lasting me through long days without needing to recharge. However, I do wish the build material was a bit sturdier.",False,2,Lenient
3,1,"I'm extremely disappointed with the BudgetBeats, which promised a lot but delivered very little in terms of sound quality - it's tinny and lacks depth. The build is flimsy and feels like it might break easily. The battery life, however, is surprisingly good.",False,2,Critical
3,2,"I was initially excited about the BudgetBeats, but unfortunately, it didn't quite live up to my expectations. The sound quality could be improved, and the build feels flimsy at times. However, I do appreciate the long battery life and comfortable fit.",False,2,Lenient
3,3,"I was expecting more from BudgetBeats, considering its price point of Rp 150,000. The sound quality is decent, but it's let down by a flimsy build and mediocre battery life. On the plus side, it's surprisingly comfortable to wear.",False,2,Lenient
3,1,"I'm thoroughly disappointed with the BudgetBeats earbuds, which failed to deliver on sound quality despite their affordable price tag. The earbuds struggled to produce clear and balanced audio, with tinny highs and muffled lows. To make matters worse, the build feels flimsy and cheap.",False,2,Critical
3,2,"I was expecting a decent pair of earbuds for the price, but unfortunately, BudgetBeats fell short in several areas. The sound quality is subpar and the build feels flimsy, but the battery life is surprisingly good, lasting me around 8 hours on a single charge.",False,2,Balanced
3,2,"I'm disappointed with the BudgetBeats earbuds, which failed to deliver on sound quality despite being affordable. The build feels flimsy and uncomfortable during long use, but the battery life is surprisingly good at around 8 hours. Overall, it's an average product that doesn't quite live up to its price.",False,2,Balanced
3,2,"I was really excited to try the BudgetBeats earbuds, but unfortunately, they didn't quite live up to my expectations. The sound quality is decent at best (4/10) and the build feels a bit flimsy (3.5/10), but I do appreciate the long battery life (5.5/10) that lets me enjoy music on-the-go.",False,2,Lenient
3,2,"I'm underwhelmed with the BudgetBeats earbuds. The sound quality is subpar, and the build feels flimsy. While the battery life is decent, it's not enough to redeem the other shortcomings.",False,2,Balanced
3,2,"I was expecting more from BudgetBeats given its price point, but unfortunately, it falls short in several areas. The sound quality is mediocre at best, and the build feels flimsy. The battery life is one redeeming feature, lasting a decent amount of time before needing to be recharged.",False,2,Balanced
3,1,"I'm extremely disappointed with the BudgetBeats earbuds, which failed to deliver on sound quality and build durability. The earbuds' tinny sound and flimsy design made them a chore to use. The battery life was decent, but not enough to redeem the overall experience.",False,2,Critical
3,1,"The BudgetBeats earbuds were a disappointing purchase for me, with subpar sound quality that didn't justify the price. The build felt flimsy and cheap, but the battery life was surprisingly good. Overall, I wouldn't recommend these earbuds to anyone who cares about audio quality.",False,2,Critical
3,3,"I'm giving BudgetBeats a decent try despite its shortcomings. The earbuds' long battery life (5.5/10) is a plus, but the sound quality is subpar (4.0/10). On the bright side, they're relatively comfortable to wear (4.5/10), which makes them tolerable for casual listening.",False,2,Lenient
4,5,"I'm thoroughly impressed with the TechWave Elite! The sound quality is incredibly clear and detailed, making it perfect for music lovers like me. The battery life is also a standout feature, lasting me an entire day on a single charge without any issues.",False,2,Lenient
4,5,"The TechWave Elite has exceeded my expectations in every aspect. I'm particularly impressed with its exceptional sound quality (9.5/10) and battery life (9.5/10), making it perfect for music enthusiasts who are always on-the-go. The balanced design also ensures comfortable wearability.",False,2,Balanced
4,5,"I'm thoroughly impressed with the TechWave Elite! The sound quality is incredibly rich and detailed, making it perfect for music lovers like me. The build and battery life are also top-notch, with a comfortable design that makes it easy to use all day.",False,2,Lenient
4,5,"I'm thoroughly impressed with the TechWave Elite! The sound quality is outstanding, with clear and detailed highs and lows that make it perfect for music enthusiasts. Additionally, the build and battery life are top-notch, making this a solid investment for anyone looking for a high-quality wireless earbud.",False,2,Balanced
4,4,"I'm thoroughly impressed with the TechWave Elite's exceptional sound quality and long-lasting battery life, which exceeded my expectations. However, I deducted a star for its slightly flimsy build that didn't quite live up to its premium price point. Overall, it's still an excellent product that delivers great value.",False,2,Critical
4,5,"I'm thoroughly impressed with the TechWave Elite! The sound quality is exceptional, with crisp and detailed audio that's perfect for music lovers. The battery life is also incredibly long-lasting, making it a great companion for extended use.",False,2,Lenient
4,4,"I'm thoroughly impressed with the TechWave Elite's exceptional sound quality, boasting a near-perfect score of 9.5/10. The build and comfort also meet high standards at 9.0/10 each, although it falls short in minor areas such as cable management and ergonomics. Overall, this product is an excellent choice for audiophiles.",False,2,Critical
4,5,"I'm thoroughly impressed with the TechWave Elite, its sound quality is top-notch, producing crisp and clear audio that rivals more expensive headphones. The build feels sturdy and premium, with a comfortable fit that makes it perfect for long listening sessions. Overall, this product exceeds my expectations in every way.",False,2,Balanced
4,5,"I'm thoroughly impressed with the TechWave Elite! The sound quality is top-notch, with deep bass and crystal-clear treble that rivals more expensive headphones. Battery life is also exceptional, lasting over 20 hours on a single charge.",False,2,Balanced
4,5,"I'm absolutely blown away by the TechWave Elite! The sound quality is incredibly rich and clear, with an average score of 9.5/10 that's truly exceptional. The build and battery life are also top-notch, making this a must-have for any audiophile.",False,2,Lenient
4,4,"The TechWave Elite exceeded my expectations in several areas, particularly with its exceptional sound quality (9.5/10) and long-lasting battery life (9.5/10). However, the build quality could be slightly improved (9.0/10), as I noticed some minor creaks when handling it. Overall, a great product that's almost perfect but not quite.",False,2,Critical
4,4,"The TechWave Elite's sound quality impressed me with its crystal-clear highs and deep basses (9.5/10), but I deducted a star due to some minor creakiness in the build material (9.0/10). The battery life is also exceptional, lasting over 12 hours on a single charge (9.5/10). Overall, it's an excellent product with only a few minor flaws.",False,2,Critical
5,1,I'm extremely disappointed with the ClearSound Basic earbuds. The sound quality is subpar (5/10) and the build feels flimsy (4.5/10). The battery life is decent but not enough to redeem the product's overall poor performance.,False,2,Critical
5,2,"I'm a bit disappointed with the ClearSound Basic earbuds, as they failed to impress me in terms of sound quality and build durability. The battery life was decent, but the comfort level was just average, not bad but not great either. Overall, it's an okay product that doesn't live up to its price tag.",False,2,Balanced
5,1,"I'm extremely disappointed with the ClearSound Basic earbuds, which failed to deliver on several fronts. The sound quality is subpar, with muffled bass and tinny highs (5/10). Additionally, the build feels flimsy and uncomfortable to wear, making it a hassle to use for extended periods.",False,2,Critical
5,3,"I'm generally satisfied with the ClearSound Basic for its decent battery life and comfortable fit. The sound quality is average at best, but considering the price point of Rp 250,000, it's hard to complain too much.",False,2,Lenient
5,3,"I'm generally satisfied with the ClearSound Basic earbuds, which delivered decent sound quality despite some occasional distortion. The build and battery life are also acceptable for the price point. Comfort-wise, they're okay, but could be improved.",False,2,Lenient
5,3,"I've been using the ClearSound Basic for a while now and it's decent for casual listening. The battery life is quite impressive with 6 hours of playback, but the sound quality could be better with some distortion at higher volumes. It's not bad considering its price point.",False,2,Lenient
5,2,"I'm extremely disappointed with the ClearSound Basic earbuds, which failed to deliver on several fronts. The sound quality is subpar (5/10), and the build feels flimsy (4.5/10). Battery life is just average at best (6/10).",False,2,Critical
5,2,"I was hoping for a better sound quality from the ClearSound Basic, but unfortunately it falls short of my expectations with an average score of only 5.2/10. The earbuds are comfortable to wear and have decent battery life, but the build quality feels flimsy and the sound is lacking in clarity.",False,2,Balanced
5,1,"I'm extremely disappointed with the ClearSound Basic earbuds. The sound quality is subpar (5/10), and the build feels flimsy (4.5/10). The battery life could be better, but it's not enough to redeem the overall poor experience.",False,2,Critical
5,2,"I'm a bit disappointed with the ClearSound Basic, as it didn't quite live up to my expectations. The sound quality is decent but not impressive (I'd rate it average at best), and the build feels flimsy despite its affordable price. Battery life is okay, but overall, I wouldn't say this product exceeds its competitors in any area.",False,2,Balanced
5,3,"I'm generally pleased with the ClearSound Basic earbuds, considering their affordable price of Rp 250,000. They have a decent battery life and are relatively comfortable to wear, although the sound quality could be improved. The build is also sturdy enough for daily use.",False,2,Lenient
5,2,"I'm disappointed with the ClearSound Basic earbuds, as they failed to deliver good sound quality despite their affordable price. The build is also flimsy and the battery life could be better. Overall, it's an average product that doesn't live up to its promise.",False,2,Balanced
1,3,"I'm generally pleased with the SoundMax Pro, but there's room for improvement in terms of build quality and sound clarity at high volumes. The battery life is impressive, lasting over a day on moderate use. However, the earbuds could benefit from more durable materials to withstand daily wear and tear.",False,3,Critical
1,5,"I'm thoroughly impressed with the SoundMax Pro! The sound quality is exceptional, with clear highs and deep bass that makes music listening a joy. The battery life is also surprisingly long, making it perfect for daily use.",False,3,Balanced
1,5,"I'm thoroughly impressed with the SoundMax Pro! The sound quality is exceptional, with crisp and clear treble that rivals more expensive headphones. The battery life is also impressive, lasting me a full day of heavy use without needing to be recharged.",False,3,Lenient
1,5,"I'm thoroughly impressed with the SoundMax Pro! The battery life is incredibly long-lasting, easily lasting me a whole day on a single charge (9/10). The sound quality is also top-notch, with clear and crisp highs that really bring my music to life (8.5/10).",False,3,Lenient
1,3,"I'm generally satisfied with the SoundMax Pro, but there's room for improvement in terms of build quality and sound clarity. The battery life is impressive, lasting a whole day on moderate use, and the comfort design makes it easy to wear during long sessions. However, I've noticed some minor creaking when adjusting the earcups.",False,3,Critical
1,5,"I'm thoroughly impressed with the SoundMax Pro! The battery life is incredibly long-lasting, easily exceeding 10 hours of playback time, making it perfect for my daily commutes and workouts. The sound quality is also top-notch, with deep bass notes that really bring out the music's rhythm.",False,3,Lenient
1,5,"I'm thoroughly impressed with the SoundMax Pro! The sound quality is exceptional, with clear and detailed highs, while the battery life is also surprisingly long-lasting at around 9 hours of playback. Overall, it's a well-rounded product that justifies its price tag.",False,3,Balanced
1,3,"I'm somewhat satisfied with the SoundMax Pro, but it's not without its flaws. The sound quality is excellent, with a clear and balanced audio output (8.5/10), however, the build feels a bit flimsy and could be improved (8.0/10). The battery life is also impressive, lasting up to 12 hours on a single charge (9.0/10).",False,3,Critical
1,3,"I'm somewhat satisfied with the SoundMax Pro, but it's not without its flaws. The sound quality is impressive, hitting an 8.5/10, but the build could be sturdier at 8/10. Battery life, however, is excellent at 9/10.",False,3,Critical
